governo,docEmpenho,data,fase,documento,codAcao,acao,localizador,observacao,valor,especie
federal,153173152532024NE500323,10/06/2024,Liquidação,153173152532024NS020184,0515,Dinheiro Direto na Escola para a Educação Básica,05156501,FNDE LOA - PDDE - 2024 - PDDE - EMERGENCIAL - RS,7600.00,
federal,153173152532024NE500324,04/06/2024,Liquidação,153173152532024NS019440,0515,Dinheiro Direto na Escola para a Educação Básica,05156501,FNDE / REFORCO LOA - PDDE - 2024 - PDDE - EMERGENCIAL - RS,228000.00,
federal,153173152532024NE500324,05/06/2024,Liquidação,153173152532024NS019680,0515,Dinheiro Direto na Escola para a Educação Básica,05156501,FNDE / REFORCO LOA - PDDE - 2024 - PDDE - EMERGENCIAL - RS,1588400.00,
federal,153173152532024NE500324,07/06/2024,Liquidação,153173152532024NS019932,0515,Dinheiro Direto na Escola para a Educação Básica,05156501,FNDE / REFORCO LOA - PDDE - 2024 - PDDE - EMERGENCIAL - RS,15200.00,
federal,153173152532024NE500324,07/06/2024,Liquidação,153173152532024NS019925,0515,Dinheiro Direto na Escola para a Educação Básica,05156501,FNDE / REFORCO LOA - PDDE - 2024 - PDDE - EMERGENCIAL - RS,30400.00,
federal,153173152532024NE500324,11/06/2024,Liquidação,153173152532024NS020412,0515,Dinheiro Direto na Escola para a Educação Básica,05156501,FNDE / REFORCO LOA - PDDE - 2024 - PDDE - EMERGENCIAL - RS,7600.00,
federal,153173152532024NE500324,29/05/2024,Liquidação,153173152532024NS018344,0515,Dinheiro Direto na Escola para a Educação Básica,05156501,FNDE / REFORCO LOA - PDDE - 2024 - PDDE - EMERGENCIAL - RS,3610000.00,
federal,153173152532024NE500324,29/05/2024,Liquidação,153173152532024NS018416,0515,Dinheiro Direto na Escola para a Educação Básica,05156501,FNDE / REFORCO LOA - PDDE - 2024 - PDDE - EMERGENCIAL - RS,68400.00,
federal,158141264192024NE000185,06/06/2024,Liquidação,158141264192024NS010008,20RL,"Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica",20RL6500,CONTRATACAO DE EMPRESA ESPECIALIZADA PARA LIMPEZA DAS INSTALACOES DO CAMPUS PORTO ALEGRE. DISPENSA DE LICITACAO Nº 63/2024 (PNCP 35/2024). PROCESSO DISPENSA E LICITACAO Nº 23419.001995/2024-03. REITORIA DO IFRS.,48700.00,
federal,158265264192024NE000045,06/06/2024,Liquidação,158265264192024NS002633,20RL,"Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica",20RL6500,EMPENHO CONFORME DESCENTRALIZACAO DE RECURSOS PARA ENFRENTAMENTO DA CATASTROFE CLIMATICA DO RS,63134.61,
federal,158265264192024NE000046,03/06/2024,Liquidação,158265264192024NS002349,20RL,"Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica",20RL6500,EMPENHO CONFORME DESCENTRALIZACAO DE ORCAMENTO PARA ENFRENTAMENTO A CATASTROFE CLIMATICA DO RS.,1307.02,
federal,158265264192024NE000047,06/06/2024,Liquidação,158265264192024NS002632,20RL,"Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica",20RL6500,EMPENHO DE ENERGIA ELETRICA CONFORME REPASSE PARA ENFRENTAMENTO DA CATASTROFE AMBIENTAL NO RS,18007.56,
federal,158265264192024NE000050,27/05/2024,Liquidação,158265264192024NS001979,20RL,"Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica",20RL6500,EMPENHO COM RECURSO DESCENTRALIZADO PARA ENFRENTAMENTO A CATASTROFE CLIMATICA NO RS,3851.83,
federal,158268264202024NE000124,06/06/2024,Liquidação,158268264202024NS001064,20RL,"Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica",20RL6500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000124 EMITIDO EM 29/05/2024 COMPRA: 15812705000142023 - UASG MINUTA: 158268.,15696.08,
federal,158268264202024NE000124,11/06/2024,Liquidação,158268264202024NS001106,20RL,"Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica",20RL6500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000124 EMITIDO EM 29/05/2024 COMPRA: 15812705000142023 - UASG MINUTA: 158268.,7419.10,
federal,158268264202024NE000128,06/06/2024,Liquidação,158268264202024NS001062,20RL,"Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica",20RL6500,"DESPESAS JUNTO AOS LEPEPS DO CAMPUS  PARA ATENDER AS DEMA?DAS REFERENTE PREJUIZOS CAUSADOS PELOS EVENTOS?CLIMATICOS QUE TROUXERAM O EST?DO DE CALAMIDADE PARA O ESTADO DO RIO GRANDE DO SUL,?ATRAVES DOS RECURSOS ORI?NDOS DA MEDIDA PROVISORIA 1223/2024 -TABELA SINAPI - PROC COF SVS?23238001380?2024-0    5",11608.00,
federal,160038000012024NE000211,07/06/2024,Liquidação,160038000012024NS001030,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160504000012024NC000089, DE 07 JUN 24.?OP TAQUARI II P TRAB MSG NR 01-CCOP/CMNE.?ATD DESPESAS COM SUPRIMENTO DE FUNDOS PARA TRANSPORTE EM APOIO AO ESTADO DO RS.?FORNEC DE MAT DE CONSUMO.?PCSF NR 10-2024, DE 07JUN24.?AGENTE SUPRIDO: ST CARLOS CLEITON VIANA GUERRA - CPF: 034.985.264-21.?CONFORME BAR NR 62, DE 07JUN24.?PERIODO DE APLICACAO DE 07/06/2024 A 05/09/2024.?DATA PARA PRESTACAO DE CONTAS 06/09/2024 A 04/10/2024.?NUP: 64452.001064/2024-63.",12200.00,
federal,160038000012024NE000212,07/06/2024,Liquidação,160038000012024NS001030,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160504000012024NC000090, DE 07 JUN 24.?OP TAQUARI II P TRAB MSG NR 01-CCOP/CMNE.?ATD DESPESAS COM SUPRIMENTO DE FUNDOS PARA TRANSPORTE EM APOIO AO ESTADO DO RS. ?CONTRATACAO DE SERVICOS.?PCSF NR 10-2024, DE 07JUN24.?AGENTE SUPRIDO: ST CARLOS CLEITON VIANA GUERRA - CPF: 034.985.264-21.?CONFORME BAR NR 62, DE 07JUN24.?PERIODO DE APLICACAO DE 07/06/2024 A 05/09/2024.?DATA PARA PRESTACAO DE CONTAS 06/09/2024 A 04/10/2024.?NUP: 64452.001064/2024-63.",23000.00,
federal,160062000012024NE000359,07/06/2024,Liquidação,160062000012024NS001778,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,Informação protegida por sigilo nos termos da legislação vigente,90000.00,
federal,160062000012024NE000366,12/06/2024,Liquidação,160062000012024NS001857,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,Informação protegida por sigilo nos termos da legislação vigente,400000.00,
federal,160062000012024NE000367,12/06/2024,Liquidação,160062000012024NS001858,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,Informação protegida por sigilo nos termos da legislação vigente,400000.00,
federal,160062000012024NE000368,12/06/2024,Liquidação,160062000012024NS001859,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,Informação protegida por sigilo nos termos da legislação vigente,409000.00,
federal,160101000012024NE000146,29/05/2024,Liquidação,160101000012024NS000484,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"B6DSTOPTAQUARI2DME- REP VTR .  CREDITO COM FINALIDADE A SER USADO NA OPERACAO TAQUARI II. 339039 - 96 OUTROS SERVICOC DE TERCEIROS PJ ? PAGTO ANTECIPADO. 160502010000002024NC403463 -  DEC, DE 24 MAI 24. ?SUPRIMENTO DE FUNDO 04/2024 - VITOR ALVES ANDRADE , CPF 128.094.496-00. DATA DA APLICACAO 24/05/2024 A 16/06/2024. DATA COMPROVACAO: 15/07/2024.  DIEX REQUISITORIO N¤  1-1.2 - EM/1. - 23A CIA E CMB, DE 24 MAI 24.",3500.00,
federal,160101000012024NE000146,03/06/2024,Liquidação,160101000012024NS000487,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"B6DSTOPTAQUARI2DME- REP VTR .  CREDITO COM FINALIDADE A SER USADO NA OPERACAO TAQUARI II. 339039 - 96 OUTROS SERVICOC DE TERCEIROS PJ ? PAGTO ANTECIPADO. 160502010000002024NC403463 -  DEC, DE 24 MAI 24. ?SUPRIMENTO DE FUNDO 04/2024 - VITOR ALVES ANDRADE , CPF 128.094.496-00. DATA DA APLICACAO 24/05/2024 A 16/06/2024. DATA COMPROVACAO: 15/07/2024.  DIEX REQUISITORIO N¤  1-1.2 - EM/1. - 23A CIA E CMB, DE 24 MAI 24.",-3500.00,
federal,160101000012024NE000147,29/05/2024,Liquidação,160101000012024NS000483,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"B6DSTOPTAQUARI2DME- REP VTR .  CREDITO COM FINALIDADE A SER USADO NA OPERACAO TAQUARI II. 339030 - 96 OUTROS SERVICOC DE TERCEIROS PJ ? PAGTO ANTECIPADO. 160502010000002024NC403463 -  DEC, DE 24 MAI 24. ?SUPRIMENTO DE FUNDO 04/2024 - VITOR ALVES ANDRADE , CPF 128.094.496-00. DATA DA APLICACAO 24/05/2024 A 16/06/2024. DATA COMPROVACAO: 15/07/2024.  DIEX REQUISITORIO N¤  1-1.2 - EM/1. - 23A CIA E CMB, DE 24 MAI 24.",2500.00,
federal,160101000012024NE000147,03/06/2024,Liquidação,160101000012024NS000486,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"B6DSTOPTAQUARI2DME- REP VTR .  CREDITO COM FINALIDADE A SER USADO NA OPERACAO TAQUARI II. 339030 - 96 OUTROS SERVICOC DE TERCEIROS PJ ? PAGTO ANTECIPADO. 160502010000002024NC403463 -  DEC, DE 24 MAI 24. ?SUPRIMENTO DE FUNDO 04/2024 - VITOR ALVES ANDRADE , CPF 128.094.496-00. DATA DA APLICACAO 24/05/2024 A 16/06/2024. DATA COMPROVACAO: 15/07/2024.  DIEX REQUISITORIO N¤  1-1.2 - EM/1. - 23A CIA E CMB, DE 24 MAI 24.",-2500.00,
federal,160136000012024NE000529,27/05/2024,Liquidação,160136000012024NS001301,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160504000012024NC410130 18º B TRNP, PCSF 23/2024-COT. 2024NC410130,COEX. BOL ADM AC REST 058, 24MAI24. APLIC 21AGO24, PRAZO P APLIC DE CONTAS 20SET24. REALIZAR OS PAG DE DESPESAS REFERENTE AS PECULIARIDADES MILITARES DESENVOLVIDAS PELO 18¤ B TRNP, EM TRANSPORTE LOGISTICO E ADMISTRATIVO NO CONTEXTO DA OP TAQUARI II CPFG ART 1º, INC I DO ART 2 E ART 21 PORT NORM 997-MD,DE30ABR15 E ART 3 E 4 PORT 12-SEF DE 16JUN08.",23000.00,
federal,160136000012024NE000530,27/05/2024,Liquidação,160136000012024NS001301,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160504000012024NC410131 18º B TRNP, PCSF 23/2024-COT. 2024NC410131,COEX. BOL ADM AC REST 058, 24MAI24. APLIC 21AGO24, PRAZO P APLIC DE CONTAS 20SET24. REALIZAR OS PAG DE DESPESAS REFERENTE AS PECULIARIDADES MILITARES DESENVOLVIDAS PELO 18¤ B TRNP, EM TRANSPORTE LOGISTICO E ADMISTRATIVO NO CONTEXTO DA OP TAQUARI II CPFG ART 1º, INC I DO ART 2 E ART 21 PORT NORM 997-MD,DE30ABR15 E ART 3 E 4 PORT 12-SEF DE 16JUN08.",28000.00,
federal,160136000012024NE000531,27/05/2024,Liquidação,160136000012024NS001303,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160504000012024NC410130 18º B TRNP, PCSF 24/2024-COT. 2024NC410130,COEX. BOL ADM AC REST 058, 24MAI24. APLIC 21AGO24, PRAZO P APLIC DE CONTAS 20SET24. REALIZAR OS PAG DE DESPESAS REFERENTE AS PECULIARIDADES MILITARES DESENVOLVIDAS PELO 18¤ B TRNP, EM TRANSPORTE LOGISTICO E ADMISTRATIVO NO CONTEXTO DA OP TAQUARI II CPFG ART 1º, INC I DO ART 2 E ART 21 PORT NORM 997-MD,DE30ABR15 E ART 3 E 4 PORT 12-SEF DE 16JUN08.",23000.00,
federal,160136000012024NE000532,27/05/2024,Liquidação,160136000012024NS001303,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160504000012024NC410131 18º B TRNP, PCSF 24/2024-COT. 2024NC410131,COEX. BOL ADM AC REST 058, 24MAI24. APLIC 21AGO24, PRAZO P APLIC DE CONTAS 20SET24. REALIZAR OS PAG DE DESPESAS REFERENTE AS PECULIARIDADES MILITARES DESENVOLVIDAS PELO 18¤ B TRNP, EM TRANSPORTE LOGISTICO E ADMISTRATIVO NO CONTEXTO DA OP TAQUARI II CPFG ART 1º, INC I DO ART 2 E ART 21 PORT NORM 997-MD,DE30ABR15 E ART 3 E 4 PORT 12-SEF DE 16JUN08.",28000.00,
federal,160136000012024NE000533,27/05/2024,Liquidação,160136000012024NS001304,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160504000012024NC410130 18º B TRNP, PCSF 25/2024-COT. 2024NC410130,COEX. BOL ADM AC REST 058, 24MAI24. APLIC 21AGO24, PRAZO P APLIC DE CONTAS 20SET24. REALIZAR OS PAG DE DESPESAS REFERENTE AS PECULIARIDADES MILITARES DESENVOLVIDAS PELO 18¤ B TRNP, EM TRANSPORTE LOGISTICO E ADMISTRATIVO NO CONTEXTO DA OP TAQUARI II CPFG ART 1º, INC I DO ART 2 E ART 21 PORT NORM 997-MD,DE30ABR15 E ART 3 E 4 PORT 12-SEF DE 16JUN08.",23000.00,
federal,160136000012024NE000534,27/05/2024,Liquidação,160136000012024NS001304,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160504000012024NC410131 18º B TRNP, PCSF 25/2024-COT. 2024NC410131,COEX. BOL ADM AC REST 058, 24MAI24. APLIC 21AGO24, PRAZO P APLIC DE CONTAS 20SET24. REALIZAR OS PAG DE DESPESAS REFERENTE AS PECULIARIDADES MILITARES DESENVOLVIDAS PELO 18¤ B TRNP, EM TRANSPORTE LOGISTICO E ADMISTRATIVO NO CONTEXTO DA OP TAQUARI II CPFG ART 1º, INC I DO ART 2 E ART 21 PORT NORM 997-MD,DE30ABR15 E ART 3 E 4 PORT 12-SEF DE 16JUN08.",28000.00,
federal,160136000012024NE000550,29/05/2024,Liquidação,160136000012024NS001314,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000550 EMITIDO EM 28/05/2024 COMPRA: 16013609999999999 - UASG MINUTA: 160136.,-14000.00,
federal,160136000012024NE000550,28/05/2024,Liquidação,160136000012024NS001311,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000550 EMITIDO EM 28/05/2024 COMPRA: 16013609999999999 - UASG MINUTA: 160136.,14000.00,
federal,160136000012024NE000575,29/05/2024,Liquidação,160136000012024NS001318,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"16050400012024NC410131  OP TAQUARI II P TRAB OP MSG N¤ 036 . PCSF N¤ 14/2024-C OP MNT 9¤ B MNT. FINAL. PAG  DESP EVENT, FORA DA SEDE, NO TRNP LOG E ADM NO CONT. DA OP TAQUARI II (APOIO AO ESTADO DO RS), POR MEIO DE CPGF, CONF. ART. 68 E 69 DA LEI N¤ 4.320/64, ART. 45 E 46 DO DEC. N¤ 93.872 DE 1986, E PORT GM-MD N¤ 3.518 DE 2021. PER. APLIC. 25 MAI 24 A 23 AGO 24, PREST DE CONTAS ATE 23 SET 24. PUBL NO BAAR N¤ 059 DE 27 MAI 24.",14000.00,
federal,160198000012024NE000378,06/06/2024,Liquidação,160198000012024NS001891,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"110407000012024NC410174?OP TAQUARI- P TRAB OP MSG NR 21-7¤ RM DE 25 MAI 24. ATENDER DESPESAS COM SUPRIMENTO DE FUNDOS EM APOIO AO ESTADO DO RIO GRANDE DO SUL. EMPENHAR ATE 30 DE AGO 24. ?RFR: 2024NC410174 - COEX, DE 27 MAI24. ?SUPRIMENTO DE FUNDO - PAGAMENTO ANTECIPADO - SI 96 (REQS Nº 11-COS T,CL 1 DE 27MAI24) PUBLICADO EM BAR N¤ 15 DE 28MAI24 DO 7¤ DSUP",16800.00,
federal,160198000012024NE000379,06/06/2024,Liquidação,160198000012024NS001891,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"110407000012024NC410175?OP TAQUARI- P TRAB OP MSG NR 21-7¤ RM DE 25 MAI 24. ATENDER DESPESAS COM SUPRIMENTO DE FUNDOS EM APOIO AO ESTADO DO RIO GRANDE DO SUL. EMPENHAR ATE 30 DE AGO 24. ?RFR: 2024NC410175 - COEX, DE 27 MAI24. ?SUPRIMENTO DE FUNDO - PAGAMENTO ANTECIPADO - SI 96 (REQS Nº 11-COS T,CL 1 DE 27MAI24) PUBLICADO EM BAR N¤ 15 DE 28MAI24 DO 7¤ DSUP",16800.00,
federal,160198000012024NE000380,06/06/2024,Liquidação,160198000012024NS001888,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"110407000012024NC410174?OP TAQUARI- P TRAB OP MSG NR 21-7¤ RM DE 25 MAI 24. ATENDER DESPESAS COM SUPRIMENTO DE FUNDOS EM APOIO AO ESTADO DO RIO GRANDE DO SUL. EMPENHAR ATE 30 DE AGO 24. ?RFR: 2024NC410174 - COEX, DE 27 MAI24. ?SUPRIMENTO DE FUNDO - PAGAMENTO ANTECIPADO - SI 96 (REQS Nº 12-COS T,CL 1 DE 27MAI24) PUBLICADO EM BAR N¤ 15 DE 28MAI24 DO 7¤ DSUP",16800.00,
federal,160198000012024NE000381,06/06/2024,Liquidação,160198000012024NS001888,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"110407000012024NC410175?OP TAQUARI- P TRAB OP MSG NR 21-7¤ RM DE 25 MAI 24. ATENDER DESPESAS COM SUPRIMENTO DE FUNDOS EM APOIO AO ESTADO DO RIO GRANDE DO SUL. EMPENHAR ATE 30 DE AGO 24. ?RFR: 2024NC410175 - COEX, DE 27 MAI24. ?SUPRIMENTO DE FUNDO - PAGAMENTO ANTECIPADO - SI 96 (REQS Nº 12-COS T,CL 1 DE 27MAI24) PUBLICADO EM BAR N¤ 15 DE 28MAI24 DO 7¤ DSUP",16800.00,
federal,160212000012024NE000312,31/05/2024,Liquidação,160212000012024NS001128,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,160539000012024NC007952?DIEX 15 GRCP/CIA MNT/ 27º BLOG?EB:  641380041222024-88?SUPRIMENTO DE FUNDOS ?PRAZO DE APLICACAO :  28 MAIO 2024 A 28 AGO 2024?PRAZO DE COMPROVACAO DO OBJETO: 28 SETEMBRO 2024,23424.40,
federal,160212000012024NE000320,12/06/2024,Liquidação,160212000012024NS001213,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000320 EMITIDO EM 11/06/2024 COMPRA: 16021209999999999 - UASG MINUTA: 160212.,40000.00,
federal,160212000012024NE000320,13/06/2024,Liquidação,160212000012024NS001226,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000320 EMITIDO EM 11/06/2024 COMPRA: 16021209999999999 - UASG MINUTA: 160212.,-40000.00,
federal,160212000012024NE000321,13/06/2024,Liquidação,160212000012024NS001226,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000321 EMITIDO EM 11/06/2024 COMPRA: 16021209999999999 - UASG MINUTA: 160212.,-60000.00,
federal,160212000012024NE000321,12/06/2024,Liquidação,160212000012024NS001213,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000321 EMITIDO EM 11/06/2024 COMPRA: 16021209999999999 - UASG MINUTA: 160212.,60000.00,
federal,160212000012024NE000323,13/06/2024,Liquidação,160212000012024NS001229,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,160504000012024NC000146 11JUN24?DIEX 22 GRCP/ CIA MTN/ 27º BLOG ?EB: 641380044872024-11?PCSF 012024 11JUN24 ND 39?PRAZO DE APLICACAO: 11JUN2024 A 11SET24?PRAZO DE COMPROVACAO DO OBJETO: 11OUT24?DESPESAS EVENTUAIS COM SERVICO TERCEIRIZADO DURANTE ATIVIDADES NA OPERACAO TAQUARI?OPERACAO TAQUARI II,60000.00,
federal,160212000012024NE000324,13/06/2024,Liquidação,160212000012024NS001229,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,160504000012024NC000146 11JUN24?DIEX 23 GRCP/ CIA MTN/ 27º BLOG ?EB: 641380044892024-11?PCSF 022024 11JUN24 ND 30?PRAZO DE APLICACAO: 11JUN2024 A 11SET24?PRAZO DE COMPROVACAO DO OBJETO: 11OUT24?DESPESAS EVENTUAIS COM MATERIAL DE CONSUMO DURANTE ATIVIDADES NA OPERACAO TAQUARI?OPERACAO TAQUARI II,40000.00,
federal,160213000012024NE000346,28/05/2024,Liquidação,160213000012024NS001109,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000346 EMITIDO EM 28/05/2024 COMPRA: 16021309999999999 - UASG MINUTA: 160213.,10000.00,
federal,160213000012024NE000346,29/05/2024,Liquidação,160213000012024NS001119,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000346 EMITIDO EM 28/05/2024 COMPRA: 16021309999999999 - UASG MINUTA: 160213.,-10000.00,
